ticker,fiscal_year,is_known_case,hedging,d_hedging,fls_freq,d_fls_freq,available_as_of
MAT,2018,True,0.05325893989348212,0.04585153248607471,0.01648490996703018,0.014262687744807958,2019-02-22
MAT,2012,True,0.04923334930522281,0.044428223838057834,0.011020603737422138,0.006215478270257161,2013-02-26
KHC,2018,True,0.050567019892173264,0.037838658107207705,0.01096858152072876,-0.005503416083344315,2019-06-07
HTZ,2018,True,0.040245812748523915,0.03596132260285125,0.014580069887938306,0.007296436640294775,2019-02-28
HTZ,2015,True,0.03150590735762956,0.02707669565185576,0.007938988560355067,-0.015156186762608286,2016-02-29
MDXG,2020,True,0.050311203319502076,0.019956984135011836,0.01430053349140486,0.00011097555070993526,2021-03-08
MDXG,2023,True,0.03961661341853035,0.019123096061775854,0.01330576959218192,-0.006211865985679504,2024-02-28
KHC,2024,True,0.04176334106728538,0.017300776204424002,0.012064965197215777,-0.010915019976987338,2025-02-13
