cik,ticker,name,is_known_case,logical_input,tag_used,taxonomy,unit,fiscal_year,period_start,period_end,value,filed,accn,form
104169,WMT,Walmart,False,net_income,NetIncomeLoss,us-gaap,USD,2020,2019-02-01,2020-01-31,14881000000.0,2020-03-20,0000104169-20-000011,10-K
104169,WMT,Walmart,False,net_income,NetIncomeLoss,us-gaap,USD,2021,2020-02-01,2021-01-31,13510000000.0,2021-03-19,0000104169-21-000033,10-K
104169,WMT,Walmart,False,net_income,NetIncomeLoss,us-gaap,USD,2022,2021-02-01,2022-01-31,13673000000.0,2022-03-18,0000104169-22-000012,10-K
104169,WMT,Walmart,False,net_income,NetIncomeLoss,us-gaap,USD,2023,2022-02-01,2023-01-31,11680000000.0,2023-03-17,0000104169-23-000020,10-K
104169,WMT,Walmart,False,net_income,NetIncomeLoss,us-gaap,USD,2024,2023-02-01,2024-01-31,15511000000.0,2024-03-15,0000104169-24-000056,10-K
104169,WMT,Walmart,False,net_income,NetIncomeLoss,us-gaap,USD,2025,2024-02-01,2025-01-31,19436000000.0,2025-03-14,0000104169-25-000021,10-K
104169,WMT,Walmart,False,net_income,NetIncomeLoss,us-gaap,USD,2026,2025-02-01,2026-01-31,21893000000.0,2026-03-13,0000104169-26-000055,10-K
104169,WMT,Walmart,False,income_continuing,IncomeLossFromContinuingOperations,us-gaap,USD,2010,2010-02-01,2011-01-31,15355000000.0,2011-03-30,0001193125-11-083157,10-K
104169,WMT,Walmart,False,income_continuing,IncomeLossFromContinuingOperations,us-gaap,USD,2011,2011-02-01,2012-01-31,15766000000.0,2012-03-27,0001193125-12-134679,10-K
104169,WMT,Walmart,False,income_continuing,IncomeLossFromContinuingOperations,us-gaap,USD,2012,2012-02-01,2013-01-31,16999000000.0,2013-03-26,0000104169-13-000011,10-K
104169,WMT,Walmart,False,income_continuing,IncomeLossFromContinuingOperations,us-gaap,USD,2013,2013-02-01,2014-01-31,15918000000.0,2014-03-21,0000104169-14-000019,10-K
104169,WMT,Walmart,False,income_continuing,IncomeLossFromContinuingOperations,us-gaap,USD,2015,2014-02-01,2015-01-31,16182000000.0,2015-04-01,0000104169-15-000011,10-K
104169,WMT,Walmart,False,income_continuing,IncomeLossFromContinuingOperations,us-gaap,USD,2016,2015-02-01,2016-01-31,14694000000.0,2016-03-30,0000104169-16-000079,10-K
104169,WMT,Walmart,False,income_continuing,IncomeLossFromContinuingOperations,us-gaap,USD,2017,2016-02-01,2017-01-31,13643000000.0,2017-03-31,0000104169-17-000021,10-K
104169,WMT,Walmart,False,income_continuing,IncomeLossFromContinuingOperations,us-gaap,USD,2018,2017-02-01,2018-01-31,9862000000.0,2018-03-30,0000104169-18-000028,10-K
104169,WMT,Walmart,False,income_continuing,IncomeLossFromContinuingOperations,us-gaap,USD,2019,2018-02-01,2019-01-31,6670000000.0,2019-03-28,0000104169-19-000016,10-K
104169,WMT,Walmart,False,income_continuing,NetIncomeLoss,us-gaap,USD,2009,2009-02-01,2010-01-31,14335000000.0,2010-03-30,0001193125-10-071652,10-K
104169,WMT,Walmart,False,income_continuing,NetIncomeLoss,us-gaap,USD,2020,2019-02-01,2020-01-31,14881000000.0,2020-03-20,0000104169-20-000011,10-K
104169,WMT,Walmart,False,income_continuing,NetIncomeLoss,us-gaap,USD,2021,2020-02-01,2021-01-31,13510000000.0,2021-03-19,0000104169-21-000033,10-K
104169,WMT,Walmart,False,income_continuing,NetIncomeLoss,us-gaap,USD,2022,2021-02-01,2022-01-31,13673000000.0,2022-03-18,0000104169-22-000012,10-K
104169,WMT,Walmart,False,income_continuing,NetIncomeLoss,us-gaap,USD,2023,2022-02-01,2023-01-31,11680000000.0,2023-03-17,0000104169-23-000020,10-K
104169,WMT,Walmart,False,income_continuing,NetIncomeLoss,us-gaap,USD,2024,2023-02-01,2024-01-31,15511000000.0,2024-03-15,0000104169-24-000056,10-K
104169,WMT,Walmart,False,income_continuing,NetIncomeLoss,us-gaap,USD,2025,2024-02-01,2025-01-31,19436000000.0,2025-03-14,0000104169-25-000021,10-K
104169,WMT,Walmart,False,income_continuing,NetIncomeLoss,us-gaap,USD,2026,2025-02-01,2026-01-31,21893000000.0,2026-03-13,0000104169-26-000055,10-K
104169,WMT,Walmart,False,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap,USD,2019,2018-02-01,2019-01-31,510329000000.0,2019-03-28,0000104169-19-000016,10-K
104169,WMT,Walmart,False,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap,USD,2020,2019-02-01,2020-01-31,519926000000.0,2020-03-20,0000104169-20-000011,10-K
104169,WMT,Walmart,False,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap,USD,2021,2020-02-01,2021-01-31,555233000000.0,2021-03-19,0000104169-21-000033,10-K
104169,WMT,Walmart,False,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap,USD,2022,2021-02-01,2022-01-31,567762000000.0,2022-03-18,0000104169-22-000012,10-K
104169,WMT,Walmart,False,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap,USD,2023,2022-02-01,2023-01-31,605881000000.0,2023-03-17,0000104169-23-000020,10-K
104169,WMT,Walmart,False,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap,USD,2024,2023-02-01,2024-01-31,642637000000.0,2024-03-15,0000104169-24-000056,10-K
104169,WMT,Walmart,False,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap,USD,2025,2024-02-01,2025-01-31,674538000000.0,2025-03-14,0000104169-25-000021,10-K
104169,WMT,Walmart,False,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap,USD,2026,2025-02-01,2026-01-31,706413000000.0,2026-03-13,0000104169-26-000055,10-K
104169,WMT,Walmart,False,revenue,Revenues,us-gaap,USD,2009,2009-02-01,2010-01-31,408214000000.0,2010-03-30,0001193125-10-071652,10-K
104169,WMT,Walmart,False,revenue,Revenues,us-gaap,USD,2010,2010-02-01,2011-01-31,421849000000.0,2011-03-30,0001193125-11-083157,10-K
104169,WMT,Walmart,False,revenue,Revenues,us-gaap,USD,2011,2011-02-01,2012-01-31,446950000000.0,2012-03-27,0001193125-12-134679,10-K
104169,WMT,Walmart,False,revenue,Revenues,us-gaap,USD,2012,2012-02-01,2013-01-31,469162000000.0,2013-03-26,0000104169-13-000011,10-K
104169,WMT,Walmart,False,revenue,Revenues,us-gaap,USD,2013,2013-02-01,2014-01-31,476294000000.0,2014-03-21,0000104169-14-000019,10-K
104169,WMT,Walmart,False,revenue,Revenues,us-gaap,USD,2015,2014-02-01,2015-01-31,485651000000.0,2015-04-01,0000104169-15-000011,10-K
104169,WMT,Walmart,False,revenue,Revenues,us-gaap,USD,2016,2015-02-01,2016-01-31,482130000000.0,2016-03-30,0000104169-16-000079,10-K
104169,WMT,Walmart,False,revenue,Revenues,us-gaap,USD,2017,2016-02-01,2017-01-31,485873000000.0,2017-03-31,0000104169-17-000021,10-K
104169,WMT,Walmart,False,revenue,Revenues,us-gaap,USD,2018,2017-02-01,2018-01-31,500343000000.0,2018-03-30,0000104169-18-000028,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2009,2009-02-01,2010-01-31,304657000000.0,2010-03-30,0001193125-10-071652,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2010,2010-02-01,2011-01-31,315287000000.0,2011-03-30,0001193125-11-083157,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2011,2011-02-01,2012-01-31,335127000000.0,2012-03-27,0001193125-12-134679,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2012,2012-02-01,2013-01-31,352488000000.0,2013-03-26,0000104169-13-000011,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2013,2013-02-01,2014-01-31,358069000000.0,2014-03-21,0000104169-14-000019,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2015,2014-02-01,2015-01-31,365086000000.0,2015-04-01,0000104169-15-000011,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2016,2015-02-01,2016-01-31,360984000000.0,2016-03-30,0000104169-16-000079,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2017,2016-02-01,2017-01-31,361256000000.0,2017-03-31,0000104169-17-000021,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2018,2017-02-01,2018-01-31,373396000000.0,2018-03-30,0000104169-18-000028,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2019,2018-02-01,2019-01-31,385301000000.0,2019-03-28,0000104169-19-000016,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2020,2019-02-01,2020-01-31,394605000000.0,2020-03-20,0000104169-20-000011,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2021,2020-02-01,2021-01-31,420315000000.0,2021-03-19,0000104169-21-000033,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2022,2021-02-01,2022-01-31,429000000000.0,2022-03-18,0000104169-22-000012,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2023,2022-02-01,2023-01-31,463721000000.0,2023-03-17,0000104169-23-000020,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2024,2023-02-01,2024-01-31,490142000000.0,2024-03-15,0000104169-24-000056,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2025,2024-02-01,2025-01-31,511753000000.0,2025-03-14,0000104169-25-000021,10-K
104169,WMT,Walmart,False,cogs,CostOfRevenue,us-gaap,USD,2026,2025-02-01,2026-01-31,535395000000.0,2026-03-13,0000104169-26-000055,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2009,2009-02-01,2010-01-31,79607000000.0,2010-03-30,0001193125-10-071652,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2010,2010-02-01,2011-01-31,81020000000.0,2011-03-30,0001193125-11-083157,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2011,2011-02-01,2012-01-31,85265000000.0,2012-03-27,0001193125-12-134679,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2012,2012-02-01,2013-01-31,88873000000.0,2013-03-26,0000104169-13-000011,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2013,2013-02-01,2014-01-31,91353000000.0,2014-03-21,0000104169-14-000019,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2015,2014-02-01,2015-01-31,93418000000.0,2015-04-01,0000104169-15-000011,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2016,2015-02-01,2016-01-31,97041000000.0,2016-03-30,0000104169-16-000079,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2017,2016-02-01,2017-01-31,101853000000.0,2017-03-31,0000104169-17-000021,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2018,2017-02-01,2018-01-31,106510000000.0,2018-03-30,0000104169-18-000028,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2019,2018-02-01,2019-01-31,107147000000.0,2019-03-28,0000104169-19-000016,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2020,2019-02-01,2020-01-31,108791000000.0,2020-03-20,0000104169-20-000011,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2021,2020-02-01,2021-01-31,116288000000.0,2021-03-19,0000104169-21-000033,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2022,2021-02-01,2022-01-31,117812000000.0,2022-03-18,0000104169-22-000012,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2023,2022-02-01,2023-01-31,127140000000.0,2023-03-17,0000104169-23-000020,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2024,2023-02-01,2024-01-31,130971000000.0,2024-03-15,0000104169-24-000056,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2025,2024-02-01,2025-01-31,139884000000.0,2025-03-14,0000104169-25-000021,10-K
104169,WMT,Walmart,False,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2026,2025-02-01,2026-01-31,147943000000.0,2026-03-13,0000104169-26-000055,10-K
104169,WMT,Walmart,False,depreciation,DepreciationDepletionAndAmortization,us-gaap,USD,2012,2012-02-01,2013-01-31,8501000000.0,2013-03-26,0000104169-13-000011,10-K
104169,WMT,Walmart,False,depreciation,DepreciationDepletionAndAmortization,us-gaap,USD,2013,2013-02-01,2014-01-31,8870000000.0,2014-03-21,0000104169-14-000019,10-K
104169,WMT,Walmart,False,depreciation,DepreciationDepletionAndAmortization,us-gaap,USD,2015,2014-02-01,2015-01-31,9173000000.0,2015-04-01,0000104169-15-000011,10-K
104169,WMT,Walmart,False,depreciation,DepreciationDepletionAndAmortization,us-gaap,USD,2016,2015-02-01,2016-01-31,9454000000.0,2016-03-30,0000104169-16-000079,10-K
104169,WMT,Walmart,False,depreciation,DepreciationDepletionAndAmortization,us-gaap,USD,2017,2016-02-01,2017-01-31,10080000000.0,2017-03-31,0000104169-17-000021,10-K
104169,WMT,Walmart,False,depreciation,DepreciationDepletionAndAmortization,us-gaap,USD,2018,2017-02-01,2018-01-31,10529000000.0,2018-03-30,0000104169-18-000028,10-K
104169,WMT,Walmart,False,depreciation,DepreciationDepletionAndAmortization,us-gaap,USD,2019,2018-02-01,2019-01-31,10678000000.0,2019-03-28,0000104169-19-000016,10-K
104169,WMT,Walmart,False,depreciation,DepreciationAmortizationAndAccretionNet,us-gaap,USD,2020,2019-02-01,2020-01-31,10987000000.0,2020-03-20,0000104169-20-000011,10-K
104169,WMT,Walmart,False,depreciation,DepreciationAmortizationAndAccretionNet,us-gaap,USD,2021,2020-02-01,2021-01-31,11152000000.0,2021-03-19,0000104169-21-000033,10-K
104169,WMT,Walmart,False,depreciation,DepreciationAmortizationAndAccretionNet,us-gaap,USD,2022,2021-02-01,2022-01-31,10658000000.0,2022-03-18,0000104169-22-000012,10-K
104169,WMT,Walmart,False,depreciation,DepreciationAmortizationAndAccretionNet,us-gaap,USD,2023,2022-02-01,2023-01-31,10945000000.0,2023-03-17,0000104169-23-000020,10-K
104169,WMT,Walmart,False,depreciation,DepreciationAmortizationAndAccretionNet,us-gaap,USD,2024,2023-02-01,2024-01-31,11853000000.0,2024-03-15,0000104169-24-000056,10-K
104169,WMT,Walmart,False,depreciation,DepreciationAmortizationAndAccretionNet,us-gaap,USD,2025,2024-02-01,2025-01-31,12973000000.0,2025-03-14,0000104169-25-000021,10-K
104169,WMT,Walmart,False,depreciation,DepreciationAmortizationAndAccretionNet,us-gaap,USD,2026,2025-02-01,2026-01-31,14203000000.0,2026-03-13,0000104169-26-000055,10-K
104169,WMT,Walmart,False,depreciation,DepreciationAndAmortization,us-gaap,USD,2009,2009-02-01,2010-01-31,7157000000.0,2010-03-30,0001193125-10-071652,10-K
104169,WMT,Walmart,False,depreciation,DepreciationAndAmortization,us-gaap,USD,2010,2010-02-01,2011-01-31,7641000000.0,2011-03-30,0001193125-11-083157,10-K
104169,WMT,Walmart,False,depreciation,DepreciationAndAmortization,us-gaap,USD,2011,2011-02-01,2012-01-31,8130000000.0,2012-03-27,0001193125-12-134679,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2009,2009-02-01,2010-01-31,26249000000.0,2010-03-30,0001193125-10-071652,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2010,2010-02-01,2011-01-31,23643000000.0,2011-03-30,0001193125-11-083157,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2011,2011-02-01,2012-01-31,24255000000.0,2012-03-27,0001193125-12-134679,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2012,2012-02-01,2013-01-31,25591000000.0,2013-03-26,0000104169-13-000011,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2013,2013-02-01,2014-01-31,23257000000.0,2014-03-21,0000104169-14-000019,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2015,2014-02-01,2015-01-31,28564000000.0,2015-04-01,0000104169-15-000011,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2016,2015-02-01,2016-01-31,27389000000.0,2016-03-30,0000104169-16-000079,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2017,2016-02-01,2017-01-31,31530000000.0,2017-03-31,0000104169-17-000021,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2018,2017-02-01,2018-01-31,28337000000.0,2018-03-30,0000104169-18-000028,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2019,2018-02-01,2019-01-31,27753000000.0,2019-03-28,0000104169-19-000016,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2020,2019-02-01,2020-01-31,25255000000.0,2020-03-20,0000104169-20-000011,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2021,2020-02-01,2021-01-31,36074000000.0,2021-03-19,0000104169-21-000033,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2022,2021-02-01,2022-01-31,24181000000.0,2022-03-18,0000104169-22-000012,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2023,2022-02-01,2023-01-31,28841000000.0,2023-03-17,0000104169-23-000020,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2024,2023-02-01,2024-01-31,35726000000.0,2024-03-15,0000104169-24-000056,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2025,2024-02-01,2025-01-31,36443000000.0,2025-03-14,0000104169-25-000021,10-K
104169,WMT,Walmart,False,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2026,2025-02-01,2026-01-31,41565000000.0,2026-03-13,0000104169-26-000055,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2009,,2010-01-31,170706000000.0,2010-03-30,0001193125-10-071652,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2010,,2011-01-31,180663000000.0,2011-03-30,0001193125-11-083157,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2011,,2012-01-31,193406000000.0,2012-03-27,0001193125-12-134679,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2012,,2013-01-31,203105000000.0,2013-03-26,0000104169-13-000011,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2013,,2014-01-31,204751000000.0,2014-03-21,0000104169-14-000019,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2015,,2015-01-31,203706000000.0,2015-04-01,0000104169-15-000011,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2016,,2016-01-31,199581000000.0,2016-03-30,0000104169-16-000079,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2017,,2017-01-31,198825000000.0,2017-03-31,0000104169-17-000021,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2018,,2018-01-31,204522000000.0,2018-03-30,0000104169-18-000028,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2019,,2019-01-31,219295000000.0,2019-03-28,0000104169-19-000016,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2020,,2020-01-31,236495000000.0,2020-03-20,0000104169-20-000011,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2021,,2021-01-31,252496000000.0,2021-03-19,0000104169-21-000033,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2022,,2022-01-31,244860000000.0,2022-03-18,0000104169-22-000012,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2023,,2023-01-31,243197000000.0,2023-03-17,0000104169-23-000020,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2024,,2024-01-31,252399000000.0,2024-03-15,0000104169-24-000056,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2025,,2025-01-31,260823000000.0,2025-03-14,0000104169-25-000021,10-K
104169,WMT,Walmart,False,total_assets,Assets,us-gaap,USD,2026,,2026-01-31,284668000000.0,2026-03-13,0000104169-26-000055,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2009,,2010-01-31,48331000000.0,2010-03-30,0001193125-10-071652,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2010,,2011-01-31,51893000000.0,2011-03-30,0001193125-11-083157,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2011,,2012-01-31,54975000000.0,2012-03-27,0001193125-12-134679,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2012,,2013-01-31,59940000000.0,2013-03-26,0000104169-13-000011,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2013,,2014-01-31,61185000000.0,2014-03-21,0000104169-14-000019,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2015,,2015-01-31,63278000000.0,2015-04-01,0000104169-15-000011,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2016,,2016-01-31,60239000000.0,2016-03-30,0000104169-16-000079,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2017,,2017-01-31,57689000000.0,2017-03-31,0000104169-17-000021,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2018,,2018-01-31,59664000000.0,2018-03-30,0000104169-18-000028,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2019,,2019-01-31,61897000000.0,2019-03-28,0000104169-19-000016,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2020,,2020-01-31,61806000000.0,2020-03-20,0000104169-20-000011,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2021,,2021-01-31,90067000000.0,2021-03-19,0000104169-21-000033,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2022,,2022-01-31,81070000000.0,2022-03-18,0000104169-22-000012,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2023,,2023-01-31,75655000000.0,2023-03-17,0000104169-23-000020,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2024,,2024-01-31,76877000000.0,2024-03-15,0000104169-24-000056,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2025,,2025-01-31,79458000000.0,2025-03-14,0000104169-25-000021,10-K
104169,WMT,Walmart,False,current_assets,AssetsCurrent,us-gaap,USD,2026,,2026-01-31,84874000000.0,2026-03-13,0000104169-26-000055,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2009,,2010-01-31,55561000000.0,2010-03-30,0001193125-10-071652,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2010,,2011-01-31,58484000000.0,2011-03-30,0001193125-11-083157,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2011,,2012-01-31,62300000000.0,2012-03-27,0001193125-12-134679,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2012,,2013-01-31,71818000000.0,2013-03-26,0000104169-13-000011,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2013,,2014-01-31,69345000000.0,2014-03-21,0000104169-14-000019,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2015,,2015-01-31,65272000000.0,2015-04-01,0000104169-15-000011,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2016,,2016-01-31,64619000000.0,2016-03-30,0000104169-16-000079,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2017,,2017-01-31,66928000000.0,2017-03-31,0000104169-17-000021,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2018,,2018-01-31,78521000000.0,2018-03-30,0000104169-18-000028,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2019,,2019-01-31,77477000000.0,2019-03-28,0000104169-19-000016,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2020,,2020-01-31,77790000000.0,2020-03-20,0000104169-20-000011,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2021,,2021-01-31,92645000000.0,2021-03-19,0000104169-21-000033,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2022,,2022-01-31,87379000000.0,2022-03-18,0000104169-22-000012,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2023,,2023-01-31,92198000000.0,2023-03-17,0000104169-23-000020,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2024,,2024-01-31,92415000000.0,2024-03-15,0000104169-24-000056,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2025,,2025-01-31,96584000000.0,2025-03-14,0000104169-25-000021,10-K
104169,WMT,Walmart,False,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2026,,2026-01-31,107469000000.0,2026-03-13,0000104169-26-000055,10-K
104169,WMT,Walmart,False,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2009,,2010-01-31,33231000000.0,2010-03-30,0001193125-10-071652,10-K
104169,WMT,Walmart,False,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2010,,2011-01-31,40692000000.0,2011-03-30,0001193125-11-083157,10-K
104169,WMT,Walmart,False,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2011,,2012-01-31,44070000000.0,2012-03-27,0001193125-12-134679,10-K
104169,WMT,Walmart,False,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2012,,2013-01-31,38394000000.0,2013-03-26,0000104169-13-000011,10-K
104169,WMT,Walmart,False,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2013,,2014-01-31,41771000000.0,2014-03-21,0000104169-14-000019,10-K
104169,WMT,Walmart,False,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2015,,2015-01-31,41086000000.0,2015-04-01,0000104169-15-000011,10-K
