cik,ticker,name,is_known_case,logical_input,tag_used,taxonomy,unit,fiscal_year,period_start,period_end,value,filed,accn,form
1336917,UAA,Under Armour,True,revenue,SalesRevenueNet,us-gaap,USD,2015,2015-01-01,2015-12-31,3825691000.0,2016-02-22,0001336917-16-000064,10-K
1336917,UAA,Under Armour,True,revenue,SalesRevenueNet,us-gaap,USD,2016,2016-01-01,2016-12-31,4646449000.0,2017-02-23,0001336917-17-000017,10-K
1336917,UAA,Under Armour,True,revenue,SalesRevenueNet,us-gaap,USD,2017,2017-01-01,2017-12-31,4976553000.0,2018-02-28,0001336917-18-000009,10-K
1336917,UAA,Under Armour,True,revenue,SalesRevenueGoodsNet,us-gaap,USD,2010,2010-01-01,2010-12-31,1063927000.0,2011-02-24,0001193125-11-044799,10-K
1336917,UAA,Under Armour,True,cogs,CostOfGoodsAndServicesSold,us-gaap,USD,2018,2018-01-01,2018-12-31,2852714000.0,2019-02-25,0001336917-19-000011,10-K
1336917,UAA,Under Armour,True,cogs,CostOfGoodsAndServicesSold,us-gaap,USD,2019,2019-01-01,2019-12-31,2796599000.0,2020-02-26,0001336917-20-000010,10-K
1336917,UAA,Under Armour,True,cogs,CostOfGoodsAndServicesSold,us-gaap,USD,2020,2020-01-01,2020-12-31,2314572000.0,2021-02-24,0001336917-21-000009,10-K
1336917,UAA,Under Armour,True,cogs,CostOfGoodsAndServicesSold,us-gaap,USD,2021,2021-01-01,2021-12-31,2821967000.0,2022-02-23,0001336917-22-000010,10-K
1336917,UAA,Under Armour,True,cogs,CostOfGoodsAndServicesSold,us-gaap,USD,2023,2022-04-01,2023-03-31,3254296000.0,2023-05-24,0001336917-23-000021,10-K
1336917,UAA,Under Armour,True,cogs,CostOfGoodsAndServicesSold,us-gaap,USD,2024,2023-04-01,2024-03-31,3071626000.0,2024-05-29,0001336917-24-000073,10-K
1336917,UAA,Under Armour,True,cogs,CostOfGoodsAndServicesSold,us-gaap,USD,2025,2024-04-01,2025-03-31,2689566000.0,2025-05-22,0001336917-25-000078,10-K
1336917,UAA,Under Armour,True,cogs,CostOfGoodsAndServicesSold,us-gaap,USD,2026,2025-04-01,2026-03-31,2707512000.0,2026-05-19,0001336917-26-000073,10-K
1336917,UAA,Under Armour,True,cogs,CostOfGoodsSold,us-gaap,USD,2010,2010-01-01,2010-12-31,533420000.0,2011-02-24,0001193125-11-044799,10-K
1336917,UAA,Under Armour,True,cogs,CostOfGoodsSold,us-gaap,USD,2011,2011-01-01,2011-12-31,759848000.0,2012-02-27,0001193125-12-078826,10-K
1336917,UAA,Under Armour,True,cogs,CostOfGoodsSold,us-gaap,USD,2012,2012-01-01,2012-12-31,955624000.0,2013-02-25,0001336917-13-000011,10-K
1336917,UAA,Under Armour,True,cogs,CostOfGoodsSold,us-gaap,USD,2013,2013-01-01,2013-12-31,1195381000.0,2014-02-21,0001336917-14-000008,10-K
1336917,UAA,Under Armour,True,cogs,CostOfGoodsSold,us-gaap,USD,2014,2014-01-01,2014-12-31,1572164000.0,2015-02-20,0001336917-15-000006,10-K
1336917,UAA,Under Armour,True,cogs,CostOfGoodsSold,us-gaap,USD,2015,2015-01-01,2015-12-31,2057766000.0,2016-02-22,0001336917-16-000064,10-K
1336917,UAA,Under Armour,True,cogs,CostOfGoodsSold,us-gaap,USD,2016,2016-01-01,2016-12-31,2584724000.0,2017-02-23,0001336917-17-000017,10-K
1336917,UAA,Under Armour,True,cogs,CostOfGoodsSold,us-gaap,USD,2017,2017-01-01,2017-12-31,2737830000.0,2018-02-28,0001336917-18-000009,10-K
1336917,UAA,Under Armour,True,gross_profit,GrossProfit,us-gaap,USD,2010,2010-01-01,2010-12-31,530507000.0,2011-02-24,0001193125-11-044799,10-K
1336917,UAA,Under Armour,True,gross_profit,GrossProfit,us-gaap,USD,2011,2011-01-01,2011-12-31,712836000.0,2012-02-27,0001193125-12-078826,10-K
1336917,UAA,Under Armour,True,gross_profit,GrossProfit,us-gaap,USD,2012,2012-01-01,2012-12-31,879297000.0,2013-02-25,0001336917-13-000011,10-K
1336917,UAA,Under Armour,True,gross_profit,GrossProfit,us-gaap,USD,2013,2013-01-01,2013-12-31,1136670000.0,2014-02-21,0001336917-14-000008,10-K
1336917,UAA,Under Armour,True,gross_profit,GrossProfit,us-gaap,USD,2014,2014-01-01,2014-12-31,1512206000.0,2015-02-20,0001336917-15-000006,10-K
1336917,UAA,Under Armour,True,gross_profit,GrossProfit,us-gaap,USD,2015,2015-01-01,2015-12-31,1905547000.0,2016-02-22,0001336917-16-000064,10-K
1336917,UAA,Under Armour,True,gross_profit,GrossProfit,us-gaap,USD,2016,2016-01-01,2016-12-31,2240611000.0,2017-02-23,0001336917-17-000017,10-K
1336917,UAA,Under Armour,True,gross_profit,GrossProfit,us-gaap,USD,2017,2017-01-01,2017-12-31,2238723000.0,2018-02-28,0001336917-18-000009,10-K
1336917,UAA,Under Armour,True,gross_profit,GrossProfit,us-gaap,USD,2018,2018-01-01,2018-12-31,2340471000.0,2019-02-25,0001336917-19-000011,10-K
1336917,UAA,Under Armour,True,gross_profit,GrossProfit,us-gaap,USD,2019,2019-01-01,2019-12-31,2470533000.0,2020-02-26,0001336917-20-000010,10-K
1336917,UAA,Under Armour,True,gross_profit,GrossProfit,us-gaap,USD,2020,2020-01-01,2020-12-31,2160095000.0,2021-02-24,0001336917-21-000009,10-K
1336917,UAA,Under Armour,True,gross_profit,GrossProfit,us-gaap,USD,2021,2021-01-01,2021-12-31,2861499000.0,2022-02-23,0001336917-22-000010,10-K
1336917,UAA,Under Armour,True,gross_profit,GrossProfit,us-gaap,USD,2023,2022-04-01,2023-03-31,2649340000.0,2023-05-24,0001336917-23-000021,10-K
1336917,UAA,Under Armour,True,gross_profit,GrossProfit,us-gaap,USD,2024,2023-04-01,2024-03-31,2630253000.0,2024-05-29,0001336917-24-000073,10-K
1336917,UAA,Under Armour,True,gross_profit,GrossProfit,us-gaap,USD,2025,2024-04-01,2025-03-31,2474744000.0,2025-05-22,0001336917-25-000078,10-K
1336917,UAA,Under Armour,True,gross_profit,GrossProfit,us-gaap,USD,2026,2025-04-01,2026-03-31,2258858000.0,2026-05-19,0001336917-26-000073,10-K
1336917,UAA,Under Armour,True,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2010,2010-01-01,2010-12-31,418152000.0,2011-02-24,0001193125-11-044799,10-K
1336917,UAA,Under Armour,True,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2011,2011-01-01,2011-12-31,550069000.0,2012-02-27,0001193125-12-078826,10-K
1336917,UAA,Under Armour,True,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2012,2012-01-01,2012-12-31,670602000.0,2013-02-25,0001336917-13-000011,10-K
1336917,UAA,Under Armour,True,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2013,2013-01-01,2013-12-31,871572000.0,2014-02-21,0001336917-14-000008,10-K
1336917,UAA,Under Armour,True,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2014,2014-01-01,2014-12-31,1158251000.0,2015-02-20,0001336917-15-000006,10-K
1336917,UAA,Under Armour,True,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2015,2015-01-01,2015-12-31,1497000000.0,2016-02-22,0001336917-16-000064,10-K
1336917,UAA,Under Armour,True,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2016,2016-01-01,2016-12-31,1823140000.0,2017-02-23,0001336917-17-000017,10-K
1336917,UAA,Under Armour,True,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2017,2017-01-01,2017-12-31,2086831000.0,2018-02-28,0001336917-18-000009,10-K
1336917,UAA,Under Armour,True,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2018,2018-01-01,2018-12-31,2182339000.0,2019-02-25,0001336917-19-000011,10-K
1336917,UAA,Under Armour,True,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2019,2019-01-01,2019-12-31,2233763000.0,2020-02-26,0001336917-20-000010,10-K
1336917,UAA,Under Armour,True,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2020,2020-01-01,2020-12-31,2171934000.0,2021-02-24,0001336917-21-000009,10-K
1336917,UAA,Under Armour,True,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2021,2021-01-01,2021-12-31,2334691000.0,2022-02-23,0001336917-22-000010,10-K
1336917,UAA,Under Armour,True,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2023,2022-04-01,2023-03-31,2365529000.0,2023-05-24,0001336917-23-000021,10-K
1336917,UAA,Under Armour,True,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2024,2023-04-01,2024-03-31,2400502000.0,2024-05-29,0001336917-24-000073,10-K
1336917,UAA,Under Armour,True,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2025,2024-04-01,2025-03-31,2601991000.0,2025-05-22,0001336917-25-000078,10-K
1336917,UAA,Under Armour,True,sga,SellingGeneralAndAdministrativeExpense,us-gaap,USD,2026,2025-04-01,2026-03-31,2294251000.0,2026-05-19,0001336917-26-000073,10-K
1336917,UAA,Under Armour,True,depreciation,DepreciationDepletionAndAmortization,us-gaap,USD,2026,2025-04-01,2026-03-31,109623000.0,2026-05-19,0001336917-26-000073,10-K
1336917,UAA,Under Armour,True,depreciation,Depreciation,us-gaap,USD,2018,2018-01-01,2018-12-31,173400000.0,2019-02-25,0001336917-19-000011,10-K
1336917,UAA,Under Armour,True,depreciation,Depreciation,us-gaap,USD,2019,2019-01-01,2019-12-31,177300000.0,2020-02-26,0001336917-20-000010,10-K
1336917,UAA,Under Armour,True,depreciation,Depreciation,us-gaap,USD,2020,2020-01-01,2020-12-31,154400000.0,2021-02-24,0001336917-21-000009,10-K
1336917,UAA,Under Armour,True,depreciation,Depreciation,us-gaap,USD,2021,2021-01-01,2021-12-31,139200000.0,2022-02-23,0001336917-22-000010,10-K
1336917,UAA,Under Armour,True,depreciation,Depreciation,us-gaap,USD,2023,2022-04-01,2023-03-31,135700000.0,2023-05-24,0001336917-23-000021,10-K
1336917,UAA,Under Armour,True,depreciation,Depreciation,us-gaap,USD,2024,2023-04-01,2024-03-31,136600000.0,2024-05-29,0001336917-24-000073,10-K
1336917,UAA,Under Armour,True,depreciation,Depreciation,us-gaap,USD,2025,2024-04-01,2025-03-31,134300000.0,2025-05-22,0001336917-25-000078,10-K
1336917,UAA,Under Armour,True,depreciation,DepreciationAndAmortization,us-gaap,USD,2010,2010-01-01,2010-12-31,31321000.0,2011-02-24,0001193125-11-044799,10-K
1336917,UAA,Under Armour,True,depreciation,DepreciationAndAmortization,us-gaap,USD,2011,2011-01-01,2011-12-31,36301000.0,2012-02-27,0001193125-12-078826,10-K
1336917,UAA,Under Armour,True,depreciation,DepreciationAndAmortization,us-gaap,USD,2012,2012-01-01,2012-12-31,43082000.0,2013-02-25,0001336917-13-000011,10-K
1336917,UAA,Under Armour,True,depreciation,DepreciationAndAmortization,us-gaap,USD,2013,2013-01-01,2013-12-31,50549000.0,2014-02-21,0001336917-14-000008,10-K
1336917,UAA,Under Armour,True,depreciation,DepreciationAndAmortization,us-gaap,USD,2014,2014-01-01,2014-12-31,72093000.0,2015-02-20,0001336917-15-000006,10-K
1336917,UAA,Under Armour,True,depreciation,DepreciationAndAmortization,us-gaap,USD,2015,2015-01-01,2015-12-31,100940000.0,2016-02-22,0001336917-16-000064,10-K
1336917,UAA,Under Armour,True,depreciation,DepreciationAndAmortization,us-gaap,USD,2016,2016-01-01,2016-12-31,144770000.0,2017-02-23,0001336917-17-000017,10-K
1336917,UAA,Under Armour,True,depreciation,DepreciationAndAmortization,us-gaap,USD,2017,2017-01-01,2017-12-31,173747000.0,2018-02-28,0001336917-18-000009,10-K
1336917,UAA,Under Armour,True,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2010,2010-01-01,2010-12-31,50114000.0,2011-02-24,0001193125-11-044799,10-K
1336917,UAA,Under Armour,True,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2011,2011-01-01,2011-12-31,15218000.0,2012-02-27,0001193125-12-078826,10-K
1336917,UAA,Under Armour,True,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2012,2012-01-01,2012-12-31,199761000.0,2013-02-25,0001336917-13-000011,10-K
1336917,UAA,Under Armour,True,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2013,2013-01-01,2013-12-31,120070000.0,2014-02-21,0001336917-14-000008,10-K
1336917,UAA,Under Armour,True,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2014,2014-01-01,2014-12-31,219033000.0,2015-02-20,0001336917-15-000006,10-K
1336917,UAA,Under Armour,True,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2015,2015-01-01,2015-12-31,-44104000.0,2016-02-22,0001336917-16-000064,10-K
1336917,UAA,Under Armour,True,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2016,2016-01-01,2016-12-31,304487000.0,2017-02-23,0001336917-17-000017,10-K
1336917,UAA,Under Armour,True,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2017,2017-01-01,2017-12-31,234063000.0,2018-02-28,0001336917-18-000009,10-K
1336917,UAA,Under Armour,True,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2018,2018-01-01,2018-12-31,628230000.0,2019-02-25,0001336917-19-000011,10-K
1336917,UAA,Under Armour,True,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2019,2019-01-01,2019-12-31,509031000.0,2020-02-26,0001336917-20-000010,10-K
1336917,UAA,Under Armour,True,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2020,2020-01-01,2020-12-31,212864000.0,2021-02-24,0001336917-21-000009,10-K
1336917,UAA,Under Armour,True,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2021,2021-01-01,2021-12-31,664829000.0,2022-02-23,0001336917-22-000010,10-K
1336917,UAA,Under Armour,True,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2023,2022-04-01,2023-03-31,-9914000.0,2023-05-24,0001336917-23-000021,10-K
1336917,UAA,Under Armour,True,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2024,2023-04-01,2024-03-31,353970000.0,2024-05-29,0001336917-24-000073,10-K
1336917,UAA,Under Armour,True,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2025,2024-04-01,2025-03-31,-59319000.0,2025-05-22,0001336917-25-000078,10-K
1336917,UAA,Under Armour,True,cfo,NetCashProvidedByUsedInOperatingActivities,us-gaap,USD,2026,2025-04-01,2026-03-31,-75088000.0,2026-05-19,0001336917-26-000073,10-K
1336917,UAA,Under Armour,True,total_assets,Assets,us-gaap,USD,2010,,2010-12-31,675378000.0,2011-02-24,0001193125-11-044799,10-K
1336917,UAA,Under Armour,True,total_assets,Assets,us-gaap,USD,2011,,2011-12-31,919210000.0,2012-02-27,0001193125-12-078826,10-K
1336917,UAA,Under Armour,True,total_assets,Assets,us-gaap,USD,2012,,2012-12-31,1157083000.0,2013-02-25,0001336917-13-000011,10-K
1336917,UAA,Under Armour,True,total_assets,Assets,us-gaap,USD,2013,,2013-12-31,1577741000.0,2014-02-21,0001336917-14-000008,10-K
1336917,UAA,Under Armour,True,total_assets,Assets,us-gaap,USD,2014,,2014-12-31,2095083000.0,2015-02-20,0001336917-15-000006,10-K
1336917,UAA,Under Armour,True,total_assets,Assets,us-gaap,USD,2015,,2015-12-31,2868900000.0,2016-02-22,0001336917-16-000064,10-K
1336917,UAA,Under Armour,True,total_assets,Assets,us-gaap,USD,2016,,2016-12-31,3644331000.0,2017-02-23,0001336917-17-000017,10-K
1336917,UAA,Under Armour,True,total_assets,Assets,us-gaap,USD,2017,,2017-12-31,4006367000.0,2018-02-28,0001336917-18-000009,10-K
1336917,UAA,Under Armour,True,total_assets,Assets,us-gaap,USD,2018,,2018-12-31,4245022000.0,2019-02-25,0001336917-19-000011,10-K
1336917,UAA,Under Armour,True,total_assets,Assets,us-gaap,USD,2019,,2019-12-31,4843531000.0,2020-02-26,0001336917-20-000010,10-K
1336917,UAA,Under Armour,True,total_assets,Assets,us-gaap,USD,2020,,2020-12-31,5030628000.0,2021-02-24,0001336917-21-000009,10-K
1336917,UAA,Under Armour,True,total_assets,Assets,us-gaap,USD,2021,,2021-12-31,4991396000.0,2022-02-23,0001336917-22-000010,10-K
1336917,UAA,Under Armour,True,total_assets,Assets,us-gaap,USD,2023,,2023-03-31,4857083000.0,2023-05-24,0001336917-23-000021,10-K
1336917,UAA,Under Armour,True,total_assets,Assets,us-gaap,USD,2024,,2024-03-31,4760734000.0,2024-05-29,0001336917-24-000073,10-K
1336917,UAA,Under Armour,True,total_assets,Assets,us-gaap,USD,2025,,2025-03-31,4300871000.0,2025-05-22,0001336917-25-000078,10-K
1336917,UAA,Under Armour,True,total_assets,Assets,us-gaap,USD,2026,,2026-03-31,4415694000.0,2026-05-19,0001336917-26-000073,10-K
1336917,UAA,Under Armour,True,current_assets,AssetsCurrent,us-gaap,USD,2010,,2010-12-31,555850000.0,2011-02-24,0001193125-11-044799,10-K
1336917,UAA,Under Armour,True,current_assets,AssetsCurrent,us-gaap,USD,2011,,2011-12-31,689663000.0,2012-02-27,0001193125-12-078826,10-K
1336917,UAA,Under Armour,True,current_assets,AssetsCurrent,us-gaap,USD,2012,,2012-12-31,903598000.0,2013-02-25,0001336917-13-000011,10-K
1336917,UAA,Under Armour,True,current_assets,AssetsCurrent,us-gaap,USD,2013,,2013-12-31,1128811000.0,2014-02-21,0001336917-14-000008,10-K
1336917,UAA,Under Armour,True,current_assets,AssetsCurrent,us-gaap,USD,2014,,2014-12-31,1549399000.0,2015-02-20,0001336917-15-000006,10-K
1336917,UAA,Under Armour,True,current_assets,AssetsCurrent,us-gaap,USD,2015,,2015-12-31,1498763000.0,2016-02-22,0001336917-16-000064,10-K
1336917,UAA,Under Armour,True,current_assets,AssetsCurrent,us-gaap,USD,2016,,2016-12-31,1965153000.0,2017-02-23,0001336917-17-000017,10-K
1336917,UAA,Under Armour,True,current_assets,AssetsCurrent,us-gaap,USD,2017,,2017-12-31,2337679000.0,2018-02-28,0001336917-18-000009,10-K
1336917,UAA,Under Armour,True,current_assets,AssetsCurrent,us-gaap,USD,2018,,2018-12-31,2593628000.0,2019-02-25,0001336917-19-000011,10-K
1336917,UAA,Under Armour,True,current_assets,AssetsCurrent,us-gaap,USD,2019,,2019-12-31,2702209000.0,2020-02-26,0001336917-20-000010,10-K
1336917,UAA,Under Armour,True,current_assets,AssetsCurrent,us-gaap,USD,2020,,2020-12-31,3222975000.0,2021-02-24,0001336917-21-000009,10-K
1336917,UAA,Under Armour,True,current_assets,AssetsCurrent,us-gaap,USD,2021,,2021-12-31,3336299000.0,2022-02-23,0001336917-22-000010,10-K
1336917,UAA,Under Armour,True,current_assets,AssetsCurrent,us-gaap,USD,2023,,2023-03-31,2959586000.0,2023-05-24,0001336917-23-000021,10-K
1336917,UAA,Under Armour,True,current_assets,AssetsCurrent,us-gaap,USD,2024,,2024-03-31,2863682000.0,2024-05-29,0001336917-24-000073,10-K
1336917,UAA,Under Armour,True,current_assets,AssetsCurrent,us-gaap,USD,2025,,2025-03-31,2329097000.0,2025-05-22,0001336917-25-000078,10-K
1336917,UAA,Under Armour,True,current_assets,AssetsCurrent,us-gaap,USD,2026,,2026-03-31,2718683000.0,2026-05-19,0001336917-26-000073,10-K
1336917,UAA,Under Armour,True,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2010,,2010-12-31,149147000.0,2011-02-24,0001193125-11-044799,10-K
1336917,UAA,Under Armour,True,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2011,,2011-12-31,183607000.0,2012-02-27,0001193125-12-078826,10-K
1336917,UAA,Under Armour,True,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2012,,2012-12-31,252228000.0,2013-02-25,0001336917-13-000011,10-K
1336917,UAA,Under Armour,True,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2013,,2013-12-31,426630000.0,2014-02-21,0001336917-14-000008,10-K
1336917,UAA,Under Armour,True,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2014,,2014-12-31,421627000.0,2015-02-20,0001336917-15-000006,10-K
1336917,UAA,Under Armour,True,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2015,,2015-12-31,478810000.0,2016-02-22,0001336917-16-000064,10-K
1336917,UAA,Under Armour,True,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2016,,2016-12-31,685816000.0,2017-02-23,0001336917-17-000017,10-K
1336917,UAA,Under Armour,True,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2017,,2017-12-31,1060375000.0,2018-02-28,0001336917-18-000009,10-K
1336917,UAA,Under Armour,True,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2018,,2018-12-31,1315977000.0,2019-02-25,0001336917-19-000011,10-K
1336917,UAA,Under Armour,True,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2019,,2019-12-31,1422009000.0,2020-02-26,0001336917-20-000010,10-K
1336917,UAA,Under Armour,True,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2020,,2020-12-31,1413276000.0,2021-02-24,0001336917-21-000009,10-K
1336917,UAA,Under Armour,True,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2021,,2021-12-31,1450176000.0,2022-02-23,0001336917-22-000010,10-K
1336917,UAA,Under Armour,True,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2023,,2023-03-31,1356891000.0,2023-05-24,0001336917-23-000021,10-K
1336917,UAA,Under Armour,True,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2024,,2024-03-31,1165461000.0,2024-05-29,0001336917-24-000073,10-K
1336917,UAA,Under Armour,True,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2025,,2025-03-31,1109143000.0,2025-05-22,0001336917-25-000078,10-K
1336917,UAA,Under Armour,True,current_liabilities,LiabilitiesCurrent,us-gaap,USD,2026,,2026-03-31,1676786000.0,2026-05-19,0001336917-26-000073,10-K
1336917,UAA,Under Armour,True,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2010,,2010-12-31,9077000.0,2011-02-24,0001193125-11-044799,10-K
1336917,UAA,Under Armour,True,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2011,,2011-12-31,70842000.0,2012-02-27,0001193125-12-078826,10-K
1336917,UAA,Under Armour,True,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2012,,2012-12-31,52757000.0,2013-02-25,0001336917-13-000011,10-K
1336917,UAA,Under Armour,True,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2013,,2013-12-31,47951000.0,2014-02-21,0001336917-14-000008,10-K
1336917,UAA,Under Armour,True,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2014,,2014-12-31,255250000.0,2015-02-20,0001336917-15-000006,10-K
1336917,UAA,Under Armour,True,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2015,,2015-12-31,352000000.0,2016-02-22,0001336917-16-000064,10-K
1336917,UAA,Under Armour,True,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2016,,2016-12-31,790388000.0,2017-02-23,0001336917-17-000017,10-K
1336917,UAA,Under Armour,True,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2017,,2017-12-31,765046000.0,2018-02-28,0001336917-18-000009,10-K
1336917,UAA,Under Armour,True,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2018,,2018-12-31,703834000.0,2019-02-25,0001336917-19-000011,10-K
1336917,UAA,Under Armour,True,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2019,,2019-12-31,592687000.0,2020-02-26,0001336917-20-000010,10-K
1336917,UAA,Under Armour,True,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2020,,2020-12-31,1003556000.0,2021-02-24,0001336917-21-000009,10-K
1336917,UAA,Under Armour,True,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2021,,2021-12-31,662531000.0,2022-02-23,0001336917-22-000010,10-K
1336917,UAA,Under Armour,True,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2023,,2023-03-31,674478000.0,2023-05-24,0001336917-23-000021,10-K
1336917,UAA,Under Armour,True,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2024,,2024-03-31,594873000.0,2024-05-29,0001336917-24-000073,10-K
1336917,UAA,Under Armour,True,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2025,,2025-03-31,595125000.0,2025-05-22,0001336917-25-000078,10-K
1336917,UAA,Under Armour,True,long_term_debt,LongTermDebtNoncurrent,us-gaap,USD,2026,,2026-03-31,590609000.0,2026-05-19,0001336917-26-000073,10-K
1336917,UAA,Under Armour,True,receivables,AccountsReceivableNetCurrent,us-gaap,USD,2010,,2010-12-31,102034000.0,2011-02-24,0001193125-11-044799,10-K
1336917,UAA,Under Armour,True,receivables,AccountsReceivableNetCurrent,us-gaap,USD,2011,,2011-12-31,134043000.0,2012-02-27,0001193125-12-078826,10-K
1336917,UAA,Under Armour,True,receivables,AccountsReceivableNetCurrent,us-gaap,USD,2012,,2012-12-31,175524000.0,2013-02-25,0001336917-13-000011,10-K
1336917,UAA,Under Armour,True,receivables,AccountsReceivableNetCurrent,us-gaap,USD,2013,,2013-12-31,209952000.0,2014-02-21,0001336917-14-000008,10-K
1336917,UAA,Under Armour,True,receivables,AccountsReceivableNetCurrent,us-gaap,USD,2014,,2014-12-31,279835000.0,2015-02-20,0001336917-15-000006,10-K
1336917,UAA,Under Armour,True,receivables,AccountsReceivableNetCurrent,us-gaap,USD,2015,,2015-12-31,433638000.0,2016-02-22,0001336917-16-000064,10-K
1336917,UAA,Under Armour,True,receivables,AccountsReceivableNetCurrent,us-gaap,USD,2016,,2016-12-31,622685000.0,2017-02-23,0001336917-17-000017,10-K
1336917,UAA,Under Armour,True,receivables,AccountsReceivableNetCurrent,us-gaap,USD,2017,,2017-12-31,609670000.0,2018-02-28,0001336917-18-000009,10-K
1336917,UAA,Under Armour,True,receivables,AccountsReceivableNetCurrent,us-gaap,USD,2018,,2018-12-31,652546000.0,2019-02-25,0001336917-19-000011,10-K
1336917,UAA,Under Armour,True,receivables,AccountsReceivableNetCurrent,us-gaap,USD,2019,,2019-12-31,708714000.0,2020-02-26,0001336917-20-000010,10-K
1336917,UAA,Under Armour,True,receivables,AccountsReceivableNetCurrent,us-gaap,USD,2020,,2020-12-31,527340000.0,2021-02-24,0001336917-21-000009,10-K
1336917,UAA,Under Armour,True,receivables,AccountsReceivableNetCurrent,us-gaap,USD,2021,,2021-12-31,569014000.0,2022-02-23,0001336917-22-000010,10-K
1336917,UAA,Under Armour,True,receivables,AccountsReceivableNetCurrent,us-gaap,USD,2023,,2023-03-31,759860000.0,2023-05-24,0001336917-23-000021,10-K
1336917,UAA,Under Armour,True,receivables,AccountsReceivableNetCurrent,us-gaap,USD,2024,,2024-03-31,757339000.0,2024-05-29,0001336917-24-000073,10-K
1336917,UAA,Under Armour,True,receivables,AccountsReceivableNetCurrent,us-gaap,USD,2025,,2025-03-31,675822000.0,2025-05-22,0001336917-25-000078,10-K
1336917,UAA,Under Armour,True,receivables,AccountsReceivableNetCurrent,us-gaap,USD,2026,,2026-03-31,681861000.0,2026-05-19,0001336917-26-000073,10-K
1336917,UAA,Under Armour,True,ppe_net,PropertyPlantAndEquipmentNet,us-gaap,USD,2010,,2010-12-31,76127000.0,2011-02-24,0001193125-11-044799,10-K
1336917,UAA,Under Armour,True,ppe_net,PropertyPlantAndEquipmentNet,us-gaap,USD,2011,,2011-12-31,159135000.0,2012-02-27,0001193125-12-078826,10-K
