cik,ticker,name,is_known_case,fiscal_year,f_roa,f_cfo,f_droa,f_accrual,f_dleverage,f_dliquidity,f_neqissue,f_dmargin,f_dturnover,fscore,fscore_available,fscore_missing_inputs,DSRI,GMI,AQI,SGI,DEPI,SGAI,TATA,LVGI,mscore,mscore_flag,mscore_available,mscore_missing_inputs,accruals,asset_growth,filing_date,source_form
320193,AAPL,Apple,False,2019,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,9,,1.0093887439352431,1.0139075026706172,0.7739546250091937,0.9795892241947326,0.8309893345659926,1.1149448571896836,-0.041755781115220554,1.0132977761969153,-2.812478352300119,False,8,,-0.041755781115220554,-0.07439742976279992,2019-10-31,10-K
320193,AAPL,Apple,False,2020,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,9,,0.6663993477276792,0.9891330283596619,1.0836247348709378,1.0551208037697848,1.0870550289979108,1.034560907331187,-0.07182421083831447,1.0797371055084095,-3.0677708750060546,False,8,,-0.07182421083831447,-0.04321213768330005,2020-10-30,10-K
320193,AAPL,Apple,False,2021,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,9,,1.2232901169699686,0.9151228757651723,1.1371278783529122,1.332593847330747,1.039251622735267,0.8279220215041687,-0.02666081674748292,1.0607998606246691,-2.0778310063799155,False,8,,-0.02666081674748292,0.08371412340068171,2021-10-29,10-K
320193,AAPL,Apple,False,2022,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,9,,0.9949851285628568,0.9646667284768394,0.9866244216523196,1.077937876041846,1.0662355561214252,1.059465467403742,-0.06335275190996584,1.0728813666294033,-2.762023501823561,False,8,,-0.06335275190996584,0.004994273536902924,2022-10-28,10-K
320193,AAPL,Apple,False,2023,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,9,,1.077141943206644,0.9813850444410162,0.9437870664191209,0.9719953946968006,1.0004333020642977,1.0221697334702315,-0.03842499496572438,0.9516304835768455,-2.634285325875898,False,8,,-0.03842499496572438,-0.00048759053734178114,2023-11-03,10-K
320193,AAPL,Apple,False,2024,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,9,,1.1097953301648236,0.9550879858217629,0.9719420935072067,1.020219940775141,1.0409232253583875,1.0259818063450896,-0.06717628363197983,1.0525752244496027,-2.7272736760703284,False,8,,-0.06717628363197983,0.035160515396374756,2024-11-01,10-K
320193,AAPL,Apple,False,2025,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,8.0,9,,1.1186901196713464,0.9851015489396862,0.9862681807116949,1.0642551178283275,1.0538504814640368,0.993775954303638,0.0014697654220982572,0.9455040776713899,-2.294943021712222,False,8,,0.0014697654220982572,-0.015724149268453065,2025-10-31,10-K
885590,BHC,Bausch Health (fka Valeant),True,2010,,1.0,,,,,,,,,1,,,,,,,,-0.04366640954424116,,,,1,depreciation,-0.04366640954424116,,2011-02-28,10-K
885590,BHC,Bausch Health (fka Valeant),True,2011,1.0,1.0,,0.0,,0.0,0.0,1.0,,,6,,0.8175085083183072,0.9206288960357811,0.9838342063471496,2.0854832688105773,,0.9926134571301294,0.0033617383061097135,1.470029753565654,,,7,,0.0033617383061097135,0.2173756893973451,2012-02-29,10-K
885590,BHC,Bausch Health (fka Valeant),True,2012,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,9,,1.1407060370112818,0.9760537809362042,0.9471917868112739,1.439698796403418,0.9364964678283498,0.9173679895844897,0.012574274894140118,1.212159720976484,-1.9959486382896021,False,8,,0.012574274894140118,0.36590861480539105,2013-02-28,10-K
885590,BHC,Bausch Health (fka Valeant),True,2013,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,9,,1.3391833256547447,1.088491043333102,0.9968941838145139,1.6267869800762753,1.2543227289806271,1.06112103792214,-0.0681291276755539,1.0217297232478804,-1.8705363456144646,False,8,,-0.0681291276755539,0.5582287705457362,2014-02-28,10-K
885590,BHC,Bausch Health (fka Valeant),True,2014,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,9,,0.864581042492719,0.9261322395822468,0.96843251922146,1.4322470949051105,0.676346581145376,1.08397859937786,-0.052460820399954464,0.970176738272854,-2.558152906314328,False,8,,-0.052460820399954464,-0.05783878807600656,2015-02-25,10-K
885590,BHC,Bausch Health (fka Valeant),True,2015,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,9,,1.0239039503012903,0.9690737157274103,1.0845877943034121,1.2641737762449325,0.985869989640736,1.053952580239548,-0.05081640780565512,1.0647113911826824,-2.4743563585415966,False,8,,-0.05081640780565512,0.8580237544112624,2016-04-29,10-K
885590,BHC,Bausch Health (fka Valeant),True,2016,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,9,,1.011571156968273,1.0320483376948886,0.9943401985787194,0.9260517876800842,0.9872588074740966,1.1239304887751698,-0.10326449033977349,1.0577161991615127,-3.045510407085273,False,8,,-0.10326449033977349,-0.11100899631365581,2017-03-01,10-K
885590,BHC,Bausch Health (fka Valeant),True,2017,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,9,,0.9383974393655469,1.030005453433259,0.9798285869690612,0.901798635517883,1.199189210567948,1.0189206035300011,0.0030402432194575565,1.0237650378483716,-2.5904697982979057,False,8,,0.0030402432194575565,-0.13857428381079281,2018-02-28,10-K
